title,text
Может ли пользователь с ролью Модератор управлять комментариями в Студии?,"Пользователю в этой роли доступен только раздел ""Комментарии"": https://studio.rutube.ru/comments, где он может размещать и модерировать комментарии от имени канала, ставить реакции и управлять комментариями других пользователей."
"Добавил в cтудии Модератора комментариев, он сможет отвечать на комментарии на моих видео?","Пользователю в этой роли доступен только раздел ""Комментарии"": https://studio.rutube.ru/comments, где он может размещать и модерировать комментарии от имени канала, ставить реакции и управлять комментариями других пользователей."
Сколько модераторов я могу добавить на канал?,Максимальное количество пользователей с разными ролями - 50 человек для 1 канала. Вы самостоятельно можете распределять количество пользователей на каждую роль.
Модератор комментариев может быть только один на канале или можно добавить несколько?,Максимальное количество пользователей с разными ролями - 50 человек для 1 канала. Вы самостоятельно можете распределять количество пользователей на каждую роль.
Что может делать Пользователь с правами просмотра в cтудии?,"Пользователь с правами просмотра может: 1. Просматривать информацию внутри Студии без возможности вносить в неё изменения 2. Просматривать видео и плейлисты канала (в том числе неопубликованные) 3. Просматривать раздел ""Аналитика"": https://studio.rutube.ru/analytics 4. Просматривать раздел ""Трансляция"": https://studio.rutube.ru/streams 5. Просматривать раздел ""Монетизация"": https://studio.rutube.ru/monetization"
"Не понимаю, чем отличается роль пользователя с правами просмотра?","Пользователь с правами просмотра может: 1. Просматривать информацию внутри Студии без возможности вносить в неё изменения 2. Просматривать видео и плейлисты канала (в том числе неопубликованные) 3. Просматривать раздел ""Аналитика"": https://studio.rutube.ru/analytics 4. Просматривать раздел ""Трансляция"": https://studio.rutube.ru/streams 5. Просматривать раздел ""Монетизация"": https://studio.rutube.ru/monetization"
Сколько пользователей с правами просмотра я могу добавить на канал?,Максимальное количество пользователей с разными ролями - 50 человек для 1 канала. Вы самостоятельно можете распределять количество пользователей на каждую роль.
Я могу назначить только одного пользователя с правами просмотра или их может быть несколько?,Максимальное количество пользователей с разными ролями - 50 человек для 1 канала. Вы самостоятельно можете распределять количество пользователей на каждую роль.
Что доступно пользователю с ограниченными провами просмотра?,"Пользователь с ограниченными правами просмотра может просматривать информацию внутри Студии, но не имеет прав вносить изменения в ней. Обращаем внимание, что пользователю с таким уровнем доступа не доступен к просмотру раздел ""Монетизация"": https://studio.rutube.ru/monetization."
"Я добавил пользователя с органиченными правами просмотра, что он может делать на моем канале?","Пользователь с ограниченными правами просмотра может просматривать информацию внутри Студии, но не имеет прав вносить изменения в ней. Обращаем внимание, что пользователю с таким уровнем доступа не доступен к просмотру раздел ""Монетизация"": https://studio.rutube.ru/monetization."
Сколько я могу добавить на канал пользователей с ограниченными правами просмотра?,Максимальное количество пользователей с разными ролями - 50 человек для 1 канала. Вы самостоятельно можете распределять количество пользователей на каждую роль.
Сколько всего на одном канале может быть пользователей с ограниченными правами просмотра?,Максимальное количество пользователей с разными ролями - 50 человек для 1 канала. Вы самостоятельно можете распределять количество пользователей на каждую роль.
"Хочу назначить модератора для работы с комментариями на свой канал, какую роль мне выбирать для этого?",Для работы с комментариями выделены 3 роли: 1. Редактор 2. Редактор с ограниченными правами 3. Модератор комментариев
"Какие права выдавать пользователю, если мне нужно, чтобы он модерировал комментарии у меня на канале?",Для работы с комментариями выделены 3 роли: 1. Редактор 2. Редактор с ограниченными правами 3. Модератор комментариев
Работа с комментариями доступна только для роли модератор или для других тоже?,Для работы с комментариями выделены 3 роли: 1. Редактор 2. Редактор с ограниченными правами 3. Модератор комментариев
Как будут отображаться действия редакторов на моем канале?,Все действия в рамках предоставленного уровня доступа будут выполняться от имени владельца канала. Для пользователей разницы в отображении не будет.
"Будет ли видно зрителям, что комментарий оставил модератор моего канала или будет отображаться, будто я написал?",Все действия в рамках предоставленного уровня доступа будут выполняться от имени владельца канала. Для пользователей разницы в отображении не будет.
"Что за раздел shorts, это такие видео?","Shorts — короткие вертикальные видео длительностью до 60 секунд, которые публикуются в разделе Shorts: https://rutube.ru/feeds/shorts/"
"Почему некоторые видео называются ""shorts"", что это?","Shorts — короткие вертикальные видео длительностью до 60 секунд, которые публикуются в разделе Shorts: https://rutube.ru/feeds/shorts/"
"Иногда попадаются в ленте ролики, называются ""SHORTS"", что это означает?","Shorts — короткие вертикальные видео длительностью до 60 секунд, которые публикуются в разделе Shorts: https://rutube.ru/feeds/shorts/"
Какого формата должны быть шортс?,Длительность до 60 секунд. Вертикальная ориентация. Высота больше ширины.
"Хочу загрузить шортс, какие у вас требования к таким видео?",Длительность до 60 секунд. Вертикальная ориентация. Высота больше ширины.
"Я выложил shorts на 20 секунд, а можно длительность меньше?",Минимальная продолжительность Shorts — от 1 секунды.
Насколько коротким может быть видео shorts?,Минимальная продолжительность Shorts — от 1 секунды.
"Хочу загрузить shorts, как это сделать?",Shorts вы можете загрузить: На сайте RUTUBE — нажмите на значок загрузки со знаком «+» в правом верхнем углу страницы или перейдите по ссылке: https://studio.rutube.ru/uploader/. В мобильном приложении RUTUBE — нажмите на кнопку со знаком «+» в нижнем меню экрана. В мобильном приложении Студия RUTUBE на Android.
Как грузить ролики шортс на Rutube?,Shorts вы можете загрузить: На сайте RUTUBE — нажмите на значок загрузки со знаком «+» в правом верхнем углу страницы или перейдите по ссылке: https://studio.rutube.ru/uploader/. В мобильном приложении RUTUBE — нажмите на кнопку со знаком «+» в нижнем меню экрана. В мобильном приложении Студия RUTUBE на Android.
"Как загрузить видео, чтобы оно было ""shorts""?",Shorts вы можете загрузить: На сайте RUTUBE — нажмите на значок загрузки со знаком «+» в правом верхнем углу страницы или перейдите по ссылке: https://studio.rutube.ru/uploader/. В мобильном приложении RUTUBE — нажмите на кнопку со знаком «+» в нижнем меню экрана. В мобильном приложении Студия RUTUBE на Android.
"На ютубе смотрел shorts, где у вас такие посмотреть?","На сайте RUTUBE — на главной странице и в правом боковом меню, а также в мобильном приложении RUTUBE — на главной странице и в нижнем меню."
Где у вас раздел с шортс?,"На сайте RUTUBE — на главной странице и в правом боковом меню, а также в мобильном приложении RUTUBE — на главной странице и в нижнем меню."
"Не могу найти, где посмотреть шортсы?","На сайте RUTUBE — на главной странице и в правом боковом меню, а также в мобильном приложении RUTUBE — на главной странице и в нижнем меню."
Как загрузить мой shorts в подборку на главной странице?,"Алгоритм попадания видео в раздел Shorts работает по внутренним процессам платформы. Рекомендуем регулярно публиковать Shorts, чтобы увеличить шансы попадания видео в раздел."
Как именно выбираются ролики для раздела shorts?,"Алгоритм попадания видео в раздел Shorts работает по внутренним процессам платформы. Рекомендуем регулярно публиковать Shorts, чтобы увеличить шансы попадания видео в раздел."
Как попасть в раздел shorts?,"Алгоритм попадания видео в раздел Shorts работает по внутренним процессам платформы. Рекомендуем регулярно публиковать Shorts, чтобы увеличить шансы попадания видео в раздел."
"Я загрузил ролик шортс, он попадет в подборку на главной?","Алгоритм попадания видео в раздел Shorts работает по внутренним процессам платформы. Рекомендуем регулярно публиковать Shorts, чтобы увеличить шансы попадания видео в раздел."
"Нужно ли мне в описании и названии писать ""shorts"", чтобы попасть в подборку?","Нет, чтобы видео попало в раздел Shorts, ставить хештег в описании к нему необязательно."
"Хочу загрузить свои шортс в подборку, обязательно ли мне для этого ставить хэштег #Shorts?","Нет, чтобы видео попало в раздел Shorts, ставить хештег в описании к нему необязательно."
"Что мне сделать, чтобы мои шортс попадали на главную?",Рекомендуем регулярно публиковать контент на платформе. Обращайте внимание на оформление и мотивируйте свою аудиторию нажимать кнопку «В топ». Это даст возможность вашим видео попасть в рекомендации на главной странице.
"Мои шортс не попадают в раздел, что мне сделать, чтобы они туда попали?",Рекомендуем регулярно публиковать контент на платформе. Обращайте внимание на оформление и мотивируйте свою аудиторию нажимать кнопку «В топ». Это даст возможность вашим видео попасть в рекомендации на главной странице.
"Как у вас продвигать shorts, чтобы они попали в подборку на главной странице?",Рекомендуем регулярно публиковать контент на платформе. Обращайте внимание на оформление и мотивируйте свою аудиторию нажимать кнопку «В топ». Это даст возможность вашим видео попасть в рекомендации на главной странице.
А сколько всего видео может быть в разделе Shorts на главной?,"Нет, ограничений на количество Shorts на главной нет. Однако алгоритм попадания видео в раздел Shorts работает по внутренним процессам платформы."
Сколько максимум роликов может попасть в подборку Shorts?,"Нет, ограничений на количество Shorts на главной нет. Однако алгоритм попадания видео в раздел Shorts работает по внутренним процессам платформы."
"Почему одни и те же видео в разделе Shorts и не обновляются, хотя я их уже все посмотрел?",Ролики для раздела Shorts на главной подбираются с помощью системы рекомендаций. Обновление происходит автоматически в соответствии с внутренними алгоритмами платформы.
Как обновить подборку роликов в Shorts?,Ролики для раздела Shorts на главной подбираются с помощью системы рекомендаций. Обновление происходит автоматически в соответствии с внутренними алгоритмами платформы.
"Загрузил к вам шортс, где мне его теперь найти?",Опубликованные ролики Shorts вы можете найти в Студии RUTUBE → «Видео» → вкладка Shorts: https://studio.rutube.ru/videos?#shorts
"Не могу найти свой ролик shorts, помогите",Опубликованные ролики Shorts вы можете найти в Студии RUTUBE → «Видео» → вкладка Shorts: https://studio.rutube.ru/videos?#shorts
Возможно ли монетизировать ролики Shorts?,"Да, Shorts монетизируются так же, как и другие видео на платформе, если вы соблюдаете правила RUTUBE: https://rutube.ru/info/adv_oferta/"
"Я публикую на канале ролики shorts, будет ли на них монетизация?","Да, Shorts монетизируются так же, как и другие видео на платформе, если вы соблюдаете правила RUTUBE: https://rutube.ru/info/adv_oferta/"
"А как включить shorts, чтобы он был горизонтально?","Shorts автоматически открываются в вертикальном формате и на сайте, и в приложениях RUTUBE."
"Мне не удобно смотреть свои шортс вертикально, как переключиться на горизонтальный плеер?","Shorts автоматически открываются в вертикальном формате и на сайте, и в приложениях RUTUBE."
А шортсы всегда будут вертикально отображаться или можно их как-то свернуть их в горизонтальный плеер?,"Shorts автоматически открываются в вертикальном формате и на сайте, и в приложениях RUTUBE."
Что за Smart TV?,Это телевизор или ТВ-приставка с доступом к интернету и возможностью скачивать сторонние приложения и сервисы. Приложение RUTUBE можно установить почти на любое устройство Smart TV.
"Я обычно смотрю рутуб через планшет, но тут увидел у вас и хотел спросить, что за Smart TV указаны на сайте?",Это телевизор или ТВ-приставка с доступом к интернету и возможностью скачивать сторонние приложения и сервисы. Приложение RUTUBE можно установить почти на любое устройство Smart TV.
"Увидел на сайте раздел ""Smart TV"" - это что такое?",Это телевизор или ТВ-приставка с доступом к интернету и возможностью скачивать сторонние приложения и сервисы. Приложение RUTUBE можно установить почти на любое устройство Smart TV.
Пойдет ли на мой телевизор ваше приложение?,"Приложение RUTUBE доступно для телевизоров Samsung (с 2017 г. выпуска), LG (c 2014 г. выпуска), Sony, Xiaomi, Haier, BBK и других телевизоров и ТВ-приставок под управлением Android TV, телевизоров Hisense и других ТВ под управлением ОС Vidaa; Яндекс ТВ, Sber Devices, Philips, Apple TV. Подробнее"
"Купил недавно приставку, еще не разобрался, как-то можно скачать на нее приложение Рутуб?","Приложение RUTUBE доступно для телевизоров Samsung (с 2017 г. выпуска), LG (c 2014 г. выпуска), Sony, Xiaomi, Haier, BBK и других телевизоров и ТВ-приставок под управлением Android TV, телевизоров Hisense и других ТВ под управлением ОС Vidaa; Яндекс ТВ, Sber Devices, Philips, Apple TV. Подробнее"
Можно ли скачать Рутуб детям на телевизор?,RUTUBE Детям пока недоступен в виде отдельного приложения. Сейчас детский контент расположен разделе «Детям» в основном приложении RUTUBE.
"Мой сын любит смотреть мультики у вас, хотела ему на телевизоре их включать, есть ли увас приложение? У меня приставка Xiaomi.",RUTUBE Детям пока недоступен в виде отдельного приложения. Сейчас детский контент расположен разделе «Детям» в основном приложении RUTUBE.
"Недавно купил смарт тв, откуда скачать ваше приложение можно?",Приложение можно скачать бесплатно из магазина приложений на вашем Smart TV.
"Где искать ваше приложение на телевизоре, не понимаю?",Приложение можно скачать бесплатно из магазина приложений на вашем Smart TV.
Помогите скачать Rutub на телевизор.,Приложение можно скачать бесплатно из магазина приложений на вашем Smart TV.
"Не нашел ваше приложение в магазине, как его можно еще скачать?",Скачайте установочный файл .apk и запустите его на телевизоре. Файл подойдёт только для установки на устройства с Android TV версии 7.0 и выше.
Что делать если приложения рутуб нет в магазине? Откуда еще скачать?,Скачайте установочный файл .apk и запустите его на телевизоре. Файл подойдёт только для установки на устройства с Android TV версии 7.0 и выше.
"Не нашел Рутуб в приложениях, как его скачать на Samsung?","Пока никак, увы. Вы можете открыть приложение RUTUBE на смартфоне или планшете и транслировать экран устройства на телевизор с помощью AirPlay для iOS или Chromecast для Android."
"У меня телевизор Samsung 2015 года, не могу скачать ваше приложение, помогите","Пока никак, увы. Вы можете открыть приложение RUTUBE на смартфоне или планшете и транслировать экран устройства на телевизор с помощью AirPlay для iOS или Chromecast для Android."
"Почему-то в магазине LG нет приложения Rutube, можно его как-то с вашего сайта скачать?","Пока никак, увы. Вы можете открыть приложение RUTUBE на смартфоне или планшете и транслировать экран устройства на телевизор с помощью AirPlay для iOS или Chromecast для Android."
"Мне сказали мой телевизор больше не поддерживается, хотя модель новая и прекрасно работает. Как-то можно ваше приложение поставить с файла?","Рекомендуем приобрести приставку Smart TV на базе Android версии 7.0 или выше, подключить её к телевизору, скачать приложение и установить его на приставку. Подойдут приставки Яндекс ТВ, Sber Devises, Xiaomi Mi TV Stick или аналогичные — на них можно скачать RUTUBE из встроенного магазина приложений."
"Что делать, если приложения Rutub нет в магазине и производитель больше не поддерживает модель телевизора?","Рекомендуем приобрести приставку Smart TV на базе Android версии 7.0 или выше, подключить её к телевизору, скачать приложение и установить его на приставку. Подойдут приставки Яндекс ТВ, Sber Devises, Xiaomi Mi TV Stick или аналогичные — на них можно скачать RUTUBE из встроенного магазина приложений."
"Отправили в командировку за границу, ваше приложение везде доступно?",Приложение доступно в РФ и странах СНГ.
"Поехали в отпуск в Турцию, тут купили приставку и хотим поставить RUTUBE, это получится?",Приложение доступно в РФ и странах СНГ.
"Где найти ролики, которые я посмотрел?",История просмотра находится разделе «Моё».
"Куда сохраняется история, что я смотрел?",История просмотра находится разделе «Моё».
Как мне удалить видео из истории?,Нажмите «Очистить историю» на экране истории просмотра в разделе «Моё».
Можно ли очистить список просмотренного на аккаунте?,Нажмите «Очистить историю» на экране истории просмотра в разделе «Моё».
Как удалить историю из поиска?,"Нажмите на лупу, а потом на кнопку «Очистить» в верхнем правом углу экрана."
Можно ли удалить историю в поиске?,"Нажмите на лупу, а потом на кнопку «Очистить» в верхнем правом углу экрана."
"Не могу найти раздел ""Мое"", помогите","Обновите приложение до последней версии — возможно, проблема в этом. Раздел «Моё» есть на всех устройствах Android TV в версиях приложения с 28.2.1, Apple TV в версиях приложения с 10.2.18, Samsung, LG, Hisense и других в версиях приложения с 24.0."
"Где найти этот раздел моё? все перетыкала уже, в упор не вижу","Обновите приложение до последней версии — возможно, проблема в этом. Раздел «Моё» есть на всех устройствах Android TV в версиях приложения с 28.2.1, Apple TV в версиях приложения с 10.2.18, Samsung, LG, Hisense и других в версиях приложения с 24.0."
"А можно ли не обновлять ваш рутубе? У меня старый телевизор, работает хорошо, меня все устраивает","Да, если производитель ТВ не удалит приложение. Если приложение перестанет работать, рекомендуем приобрести приставку Smart TV на базе Android TV версии 7.0 и выше."
"У меня старая модель ТВ, будет ли ваше приложение поддерживаться, если его не обновлять?","Да, если производитель ТВ не удалит приложение. Если приложение перестанет работать, рекомендуем приобрести приставку Smart TV на базе Android TV версии 7.0 и выше."
"А на старом телевизоре можно вашем приложением пользоваться? Я вроде скачал, все нормально, только оно не обновляется…","Да, если производитель ТВ не удалит приложение. Если приложение перестанет работать, рекомендуем приобрести приставку Smart TV на базе Android TV версии 7.0 и выше."
Как сделать чтобы ролики сами не проигрывались?,"Пока никак, но совсем скоро мы это исправим."
Не пойму как убрать автовоспроизведение?,"Пока никак, но совсем скоро мы это исправим."
"У нас дома два телевизора на кухне и в комнате, я могу их все подключить к своему аккаунту?",До 5 устройств Smart TV.
"Если я сейчас привяжу телевизор, я потом смогу еще добавить новый?",До 5 устройств Smart TV.
Телевизор можно только один привязать к аккаунту?,До 5 устройств Smart TV.
"QR ваш не сканируется, как мне войти?","Перейдите по ссылке http://rutube.ru/activate/ с любого устройства и введите 6-значный код с экрана телевизора. Если возникнут проблемы, напишите на help@rutube.ru"
"Навожу на куар код, ничего не происходит! Как авторизоваться в телевизоре??","Перейдите по ссылке http://rutube.ru/activate/ с любого устройства и введите 6-значный код с экрана телевизора. Если возникнут проблемы, напишите на help@rutube.ru"
"У меня ничего не открылось, хотя код отсканировала, помогите зарегистрироваться","Перейдите по ссылке http://rutube.ru/activate/ с любого устройства и введите 6-значный код с экрана телевизора. Если возникнут проблемы, напишите на help@rutube.ru"
"Как зайти на телевизоре? сканирую код, он не работает","Перейдите по ссылке http://rutube.ru/activate/ с любого устройства и введите 6-значный код с экрана телевизора. Если возникнут проблемы, напишите на help@rutube.ru"
"Что ни включи все пишет, чтобы смотрел на сайте, какой смысл в приложении тогда?",Это ошибка возникает на старых версиях приложения. Установите новую версию через магазин приложений или скачайте установочный файл.
"Включаю видео, а там ""контент недоступен"" и предлагает идти на сайт",Это ошибка возникает на старых версиях приложения. Установите новую версию через магазин приложений или скачайте установочный файл.
Не могу посмотреть СТС!,"Некоторые прямые эфиры временно недоступны на ТВ, но совсем скоро мы это исправим. А пока рекомендуем смотреть эфиры на сайте https://rutube.ru."
"Как смотреть эфир ренТВ, почему-то недоступно?","Некоторые прямые эфиры временно недоступны на ТВ, но совсем скоро мы это исправим. А пока рекомендуем смотреть эфиры на сайте https://rutube.ru."
"Включил фильм на телевизоре, а там только HD, где 4К у вас?","Сейчас воспроизведение видео в 4К есть только на приставках Apple TV, но очень скоро добавим такую возможность для остальных телевизоров и приставок."
Можно ли смотреть 2к-4к с телевизора?,"Сейчас воспроизведение видео в 4К есть только на приставках Apple TV, но очень скоро добавим такую возможность для остальных телевизоров и приставок."
Есть ли у вас управление клавишами?,"Пробел (Space) или K: Приостановить или продолжить воспроизведение (pause или play)
Влево (←) или J: Перемотать ролик на 10 секунд назад
Вправо (→) или L: Перемотать ролик на 10 секунд вперед
SHIFT + Влево (←): Перейти к предыдущей временной метке
SHIFT + Вправо (→): Перейти к следующей временной метке
SHIFT + P: Перейти к предыдущему видео в плейлисте
SHIFT + N: Перейти к следующему видео в плейлисте
<: Уменьшить скорость воспроизведения
>: Увеличить скорость воспроизведения
0..9: Перейти к определенному моменту видео (например, при нажатии на цифру ""7"" ролик будет перемотан до временной отметки, которая соответствует 70% от длительности видео)
F: Включить или выключить полноэкранный режим
T: Включение или отключение режима «Широкий экран»
I: Включение или отключение режима мини плеера
ESC: Закрыть мини-проигрыватель или текущее диалоговое окно
M: Включить или отключить звук
Вверх (↑): Увеличение громкости или скролл вверх, если был клик в любую область кроме плеера
Вниз (↓): Уменьшение громкости или скролл вниз, если был клик в любую область кроме плеера
C: Включить или отключить субтитры"
"Горячии клавиши у вас вроде работают как в ютубе, а есть список всех команд?","Пробел (Space) или K: Приостановить или продолжить воспроизведение (pause или play)
Влево (←) или J: Перемотать ролик на 10 секунд назад
Вправо (→) или L: Перемотать ролик на 10 секунд вперед
SHIFT + Влево (←): Перейти к предыдущей временной метке
SHIFT + Вправо (→): Перейти к следующей временной метке
SHIFT + P: Перейти к предыдущему видео в плейлисте
SHIFT + N: Перейти к следующему видео в плейлисте
<: Уменьшить скорость воспроизведения
>: Увеличить скорость воспроизведения
0..9: Перейти к определенному моменту видео (например, при нажатии на цифру ""7"" ролик будет перемотан до временной отметки, которая соответствует 70% от длительности видео)
F: Включить или выключить полноэкранный режим
T: Включение или отключение режима «Широкий экран»
I: Включение или отключение режима мини плеера
ESC: Закрыть мини-проигрыватель или текущее диалоговое окно
M: Включить или отключить звук
Вверх (↑): Увеличение громкости или скролл вверх, если был клик в любую область кроме плеера
Вниз (↓): Уменьшение громкости или скролл вниз, если был клик в любую область кроме плеера
C: Включить или отключить субтитры"
"Не смог найти, как управлять с клавиатуры видео","Пробел (Space) или K: Приостановить или продолжить воспроизведение (pause или play)
Влево (←) или J: Перемотать ролик на 10 секунд назад
Вправо (→) или L: Перемотать ролик на 10 секунд вперед
SHIFT + Влево (←): Перейти к предыдущей временной метке
SHIFT + Вправо (→): Перейти к следующей временной метке
SHIFT + P: Перейти к предыдущему видео в плейлисте
SHIFT + N: Перейти к следующему видео в плейлисте
<: Уменьшить скорость воспроизведения
>: Увеличить скорость воспроизведения
0..9: Перейти к определенному моменту видео (например, при нажатии на цифру ""7"" ролик будет перемотан до временной отметки, которая соответствует 70% от длительности видео)
F: Включить или выключить полноэкранный режим
T: Включение или отключение режима «Широкий экран»
I: Включение или отключение режима мини плеера
ESC: Закрыть мини-проигрыватель или текущее диалоговое окно
M: Включить или отключить звук
Вверх (↑): Увеличение громкости или скролл вверх, если был клик в любую область кроме плеера
Вниз (↓): Уменьшение громкости или скролл вниз, если был клик в любую область кроме плеера
C: Включить или отключить субтитры"
Что за трансляции у вас на сайте?,"Любой пользователь RUTUBE может вести трансляции в режиме реального времени или «стримить» видео. Для этого потребуется ноутбук или компьютер с веб-камерой. Трансляции появляются на личной странице стримера и в разделе всех трансляций на сайте RUTUBE (https://rutube.ru/feeds/stream/), где можно найти как авторские стримы, так и прямые эфиры телеканалов."
"Увидел на рутубе трансляции, это тоже что и видео?","Любой пользователь RUTUBE может вести трансляции в режиме реального времени или «стримить» видео. Для этого потребуется ноутбук или компьютер с веб-камерой. Трансляции появляются на личной странице стримера и в разделе всех трансляций на сайте RUTUBE (https://rutube.ru/feeds/stream/), где можно найти как авторские стримы, так и прямые эфиры телеканалов."
А стримить - это как?,"Любой пользователь RUTUBE может вести трансляции в режиме реального времени или «стримить» видео. Для этого потребуется ноутбук или компьютер с веб-камерой. Трансляции появляются на личной странице стримера и в разделе всех трансляций на сайте RUTUBE (https://rutube.ru/feeds/stream/), где можно найти как авторские стримы, так и прямые эфиры телеканалов."
Я смогу стримить в приложении?,"Прямые трансляции доступны из приложения RUTUBE для iOS, Android, Harmony OS, и в приложении Студия RUTUBE на Android."
А с телефона можно стримить на рутуб?,"Прямые трансляции доступны из приложения RUTUBE для iOS, Android, Harmony OS, и в приложении Студия RUTUBE на Android."
"Скачала ваше приложение, хотела записать стрим как гуляю по городу - у вас это можно в приложении?","Прямые трансляции доступны из приложения RUTUBE для iOS, Android, Harmony OS, и в приложении Студия RUTUBE на Android."
